,indices,choices,search,bm25,prev_bm25,next_bm25
0,14074,"QUARK: Bad? Bad?! It's twenty-one hundred hours, the bar's open, there's a sale on synthehol, and there's no one here! KOZAK: You -- Ferengi! Another blood wine! Now! ROM: At least someone is still here.",blood wine,17.9526970634149,0.0,0.0
1,78611,"MINUET: Join us, Jean-Luc. MINUET: A glass of wine? PICARD: Thank you.",blood wine,12.203442387811865,0.0,0.0
2,78700,"PICARD: I don't dance. MINUET: Then some more wine. PICARD: Thank you, no.",blood wine,11.668219549516094,0.0,0.0
3,56676,"DAX: I got it. Three place settings. KIRA: I'll bring the wine. O'BRIEN: Captain, you'd better get out here.",blood wine,11.668219549516094,0.0,0.0
4,36273,QUARK: Is it warm in here? PEL: It must be the wine. QUARK: (nervously staring into her eyes) I hope so.,blood wine,11.668219549516094,0.0,0.0
5,51902,"KIRA: Is that what you kept track of during the occupation? No wonder you lost. DUKAT: A little more wine, Major? KIRA: Another drill?",blood wine,11.06178027142854,0.0,0.0
6,144003,"ATTENDANT: We could barely hold you down. In fact, just getting the blood off your hands took over an hour. RIKER: Blood? ATTENDANT: On your hands... your clothes... You didn't just kill that man... you mutilated him.",blood wine,10.912205913779736,5.099503681500566,0.0
7,109559,"DATA: Life signs five meters straight ahead, Commander. RIKER: Blood? BEVERLY: Yes, but not human. I'll have to do some analysis on it.",blood wine,10.912205913779736,0.0,0.0
8,61133,NA: This I vow with my life's blood. This I vow with my life's: blood. BASHIR: Did any of you know who Damar was before today?,blood wine,10.912205913779736,8.163078753779404,0.0
9,49360,"NOG: Your new best friend, Chief Edgar Willoughby. He wanted me to thank you for that bottle of Gamzian wine you sent him. O'BRIEN: I didn't send him any wine. NOG: I took the liberty of sending it for you. By the way, his wife's name is Cynthia. They have a daughter, Melissa, age eight and a son, Edgar Junior. Age five.",blood wine,10.836495631895742,5.715132728320293,0.0
10,8530,BASHIR: Everyone except the Breen. BASHIR: No blood. GARAK: When were you brought here?,blood wine,10.504032416834844,0.0,0.0
11,119829,PICARD: That is so. ROBERT: (re: the wine in his glass) This will. ROBERT: Now there's something I'd like to see.,blood wine,10.020207885731958,0.0,0.0
12,55333,"DAX: ""Bearing no malice."" ROM: ""Overflowing with sweet, Spring wine."" O'BRIEN: Looks like someone's been studying the Ancient Texts.",blood wine,10.020207885731958,0.0,0.0
13,35982,ZEK: They're the main ingredient in tulaberry wine. Your job is to purchase ten thousand vats from the Dosi. QUARK: We're going into the wine business? ZEK: Within a year we'll have made tulaberry wine the most popular drink in their entire sector.,blood wine,10.020207885731958,6.14409096158241,6.560760963586922
14,51887,"KIRA: Far be it from me to stand in the way of tradition. KIRA: This is Bajoran Spring Wine, isn't it? DUKAT: My last bottle. It's one of the things I miss most about Bajor.",blood wine,9.83499610063949,0.0,0.0
15,46331,"BASHIR: He's just trying to get you to stop playing so he won't lose any more money. QUARK: Did I mention the wine was on the house? EZRI: Julian, let's sit down.",blood wine,9.569669921416935,0.0,0.0
16,16361,BASHIR: Understood. WORF: Blood screenings? SISKO: Just in case Martok was right.,blood wine,9.551314909412294,0.0,0.0
17,120140,"BRENNA: I'm still waiting to wash my feet. RIKER: Through there. Glass of wine while I cook? BRENNA: William, is something wrong?",blood wine,9.484380800326893,0.0,0.0
18,141757,"PICARD: I've been away far too long. EDOUARD: Some wine, some cheese, a perfect tarte tatin... PICARD: I'm afraid I'm not hungry. I really came for the view.",blood wine,9.23739751205304,0.0,0.0
19,47280,KOR: Concentrate... SYNON: Kai the first blood! MARTOK: Planetary defense report.,blood wine,9.23713623059266,0.0,0.0
20,131672,"RIKER: A Klingon delicacy. That's heart of targ -- this is pipius claw. And this is stewed ""gagh."" PULASKI: ""Gagh""? RIKER: Serpent worms... would you like to know how they're prepared?",gagh,15.17906217773538,7.452741121548048,0.0
21,27707,"ODO: Oh, yes. And it's waiting for you in Cargo Bay Two. KIRA: Your gagh? EZRI: Jadzia ordered it. She was planning a party for Martok's birthday next week.",gagh,14.244421973655015,0.0,0.0
22,35590,KLINGON CHEF: Gruffs at Bashir to order -- CHEF: Gagh Tek Or! BASHIR: Shall I order for us both?,gagh,13.902019107814835,0.0,0.0
23,131781,"KLAG: Then you'll also like this. RIKER: This is ""gagh,"" isn't it? KLAG: Very good. You did some research on our nutritional choices.",gagh,12.410429415375564,0.0,0.0
24,27723,BASHIR: Half an hour. EZRI: Bithool gagh has feet. EZRI : Flush it out the airlock. All of it.,gagh,12.410429415375564,0.0,0.0
25,2547,LEANNE: Yeah... I passed by the Klingon restaurant and I was thinking about the time you and I and Orak were having dinner... JAKE: And you ordered the gagh... JAKE: How is Orak? I haven't talked to him in awhile.,gagh,12.023420661033311,0.0,0.0
26,27712,"EZRI: Each containing a different variety. KIRA: There are varieties of gagh? EZRI: Oh, yes. I can remember what each one tastes like... and the way they... move when you swallow them. Torgud gagh wiggles. Filden gagh squirms. Meshta gagh jumps...",gagh,11.659819056458263,0.0,10.637010201260104
27,27709,EZRI: Jadzia ordered it. She was planning a party for Martok's birthday next week. KIRA: How much gagh did she order? ODO: Fifty-one cases.,gagh,11.659819056458263,0.0,0.0
28,27704,"QUARK: It's like I said, the more things change, the more they stay the same. ODO: By the way, your gagh has arrived. EZRI: My what? Oh, no.",gagh,11.100341292322506,0.0,0.0
29,34864,"MARTOK: And these men were her friends. They honor her with their presence. QUARK: (to O'Brien and Bashir) Gagh for breakfast, gagh for lunch, gagh for dinner... am I the only one who thinks Klingon menus need to have more variety? O'BRIEN: You want to complain about the gagh, that's fine with me.",gagh,10.938793311715592,0.0,9.09324675946586
30,27713,"KIRA: There are varieties of gagh? EZRI: Oh, yes. I can remember what each one tastes like... and the way they... move when you swallow them. Torgud gagh wiggles. Filden gagh squirms. Meshta gagh jumps... BASHIR: You all right?",gagh,10.637010201260104,11.659819056458263,0.0
31,2557,LEANNE: Great. How 'bout eighteen hundred at the Klingon restaurant? JAKE: I'll be there. But this time we'll skip the gagh. LEANNE: Definitely. See you then.,gagh,9.703517938346758,0.0,0.0
32,34865,"QUARK: (to O'Brien and Bashir) Gagh for breakfast, gagh for lunch, gagh for dinner... am I the only one who thinks Klingon menus need to have more variety? O'BRIEN: You want to complain about the gagh, that's fine with me. O'BRIEN : But next time, don't complain in the mess hall when we're sitting at a table surrounded by a dozen Klingons.",gagh,9.09324675946586,10.938793311715592,0.0
33,107252,K'VADA: You'll take your meals with us... and we don't serve Federation food. PICARD: I haven't had gagh in a while... been looking forward to it. Very fresh. KLINGON COM: MeH HoD...,gagh,8.30936139822922,0.0,0.0
34,131784,"RIKER: Yes... but this is still moving. KLAG: ""Gagh"" is always best when served live. Would you like something ""easier""? RIKER: Easier?",gagh,8.250094627893214,0.0,0.0
