,indices,choices,search,bm25,prev_bm25,next_bm25
0,87187,"PICARD: Ah... no, of course. It was... the memory I was calling up. (finds a smile for Beverly) Sorry. TROI: Memory or... ""nightmare?"" PICARD: Well, it was strong, whatever it was. Ready, Number One.",memory,9.000915420471642,5.323563075038343,0.0
1,126682,LIKO: He is called the Picard. TROI: His memory is intact. RIKER: The procedure didn't work.,memory,8.90329447087702,0.0,0.0
2,5313,"DAX: Do they know what he replicated? KIRA: He wiped the memory core. SISKO: Tell Odo I want all security details to pull double shifts as of now. If he needs more men, have him talk to Gowron. I'm sure the Chancellor would be willing to assign some Klingon troops to guard key facilities.",memory,8.533105517979337,0.0,0.0
3,41426,LOLA: But we just met tonight. ODO: I must have a short memory. LOLA: You're funny.,memory,8.35931996506263,0.0,0.0
4,82790,"LEECH: Not yet, please -- PICARD: Memory: save current setting. COMPUTER: Current setting saved.",memory,8.275054922743916,0.0,0.0
5,113017,"RIKER: I'm not exactly sure you can call it a recovery, sir. TROI: Then there was... a memory loss. PICARD: How much?",memory,8.192471772027114,0.0,0.0
6,112962,"BEVERLY: That day on Onias Three you were infected with a strain of Altarian encephalitis. A retrovirus that incorporates its DNA directly into the cells of its host. It can lie dormant for years, then suddenly become active, as it did in your case ten days ago. You've been in a coma, delirious... Your fever finally broke this morning... RIKER: But what happened to my memory? BEVERLY: This is a scan of your brain tissue. When the encephalitis became active... it caused widespread synapse degradation, interrupting the consolidation of memory...",memory,8.032153668242248,0.0,3.645195216572299
7,72930,"JULIANA: I still can't believe it... seeing you again after all these years... DATA: Doctor, I have no memory of you. JULIANA: There's a reason for that... we wiped your processors after we'd finished refining your programming.",memory,8.032153668242248,0.0,0.0
8,109426,"RIKER: Speaking of time, Lieutenant, this may be your time. I shall personally miss you. DATA: You will always be in my memory. GEORDI: Data... wait a minute. Can't we.. ?",memory,7.954324760316247,0.0,0.0
9,123835,PICARD: Please... if you could tell me... what is this place? Where am I? BATAI: The fever... it's taken your memory. PICARD: That must be it. Perhaps you could help me...,memory,7.877989650644945,0.0,0.0
10,104579,"JOHN: You must not take me home, Captain. BEVERLY: John, your memory... has it returned? JOHN: All I know is that we came out here to escape.",memory,7.877989650644945,0.0,0.0
11,118004,AMANDA: But... I don't know how. Q: Think about them... evoke the memory... AMANDA: But --,memory,7.803105741513292,0.0,0.0
12,71274,QUARK: I'm barely breaking even on the holosuites as it is. If I had to buy new equipment every time there was a glitch -- EDDINGTON: Where's the core memory interface? ROM: Oh... it's right behind the spatula.,memory,7.803105741513292,0.0,0.0
13,131000,"WORF: You wanted me, Doctor? BEVERLY: Yes, concerning your memory blackout. WORF: I still don't remember having one.",memory,7.657529081143249,0.0,0.0
14,115503,"RIKER: We're in the Promellian communications area... RIKER: There's a file of memory coils here... DATA: They are identical to the coil we found earlier, Captain...",memory,7.657529081143249,0.0,0.0
15,101439,TROI: Yes... after a poker game... JEV: It's a pleasant memory... stay with it... TROI: ... but now he's hurting me... no...,memory,7.657529081143249,0.0,0.0
16,76291,"PICARD: What happened back there, Lieutenant? WORF: I believe I had another... memory loss. RIKER: ""Memory loss""... What are you talking about?",memory,7.657529081143249,0.0,7.449071515027086
17,61822,O'BRIEN: What? BASHIR: Close your eyes... and use your memory. BASHIR: Okay... a four-way shunt at the base of a... ... eight-five-nine-six-six-stroke- delta... isolinear chip would have to be where?,memory,7.657529081143249,0.0,0.0
18,126348,"K'EHLEYR: Perhaps you have changed. You weren't this aloof six years ago... or don't you remember? WORF: There is nothing wrong with my memory. K'EHLEYR: Well, there's something wrong with the rest of you. You're not even looking at me.",memory,7.517284767185603,0.0,0.0
19,142228,"KEEL: Dammit Jean-Luc, I tell you that some of Starfleet's top command people are changing! This could affect the very core of our organization. Officers I've known for years are bluffing their way through talk of old times! RIXX: That's their weakness! A lack of memory. TRYLA: He doesn't believe us. He thinks we're crazy.",memory,7.449071515027086,0.0,0.0
20,110665,"PICARD: I know. Robin Hood. WORF: Sir, I protest. I am not a merry man. DATA: On the contrary, Lieutenant Worf, your clothing identifies you with the character of Will Scarlett. Just as Geordi's Mandolin suggests he is Alan-A-Dale.",merry man,18.36390296546314,0.0,0.0
21,38387,"QUARK: From now on, every hour is Happy Hour. At least, until business picks up. QUARK: Eat, drink and be merry. BASHIR: For tomorrow we die.",merry man,14.178542326400162,0.0,0.0
22,76890,"DATA: Because the end product was unknown. The object could have been dangerous. It may in fact, be dangerous... PICARD: And I've allowed it to go off on its merry way. DATA: Yes, sir.",merry man,11.29971631613391,0.0,0.0
23,14452,BASHIR: More like... ? O'BRIEN: A... man. More like a man. BASHIR: So you wish Keiko was a man?,merry man,8.43625368003207,0.0,6.195790056724785
24,120928,"PICARD: I get the impression we're being toyed with, Number One. PICARD: This ship will not chase a pony on a merry-go-round. Number One, take us back to Rana Four. RIKER: Back?",merry man,8.337293857347124,0.0,0.0
25,133533,TALUR: You are an ice-man. DATA: Ice-man? TALUR: Yes. You probably come from a race of people who live in the snow and ice of the Vellorian mountains. Your skin and eye coloration are most likely a result of prolonged exposure to the harsh winter conditions.,merry man,7.760330109856637,6.813976748098367,0.0
26,91323,"APGAR: I'm going to report this, Riker. You can count on that. RIKER: You're a dead man, Apgar. A dead man. KRAG : Freeze program.",merry man,7.7452531136780225,0.0,0.0
27,116836,"WESLEY: Yes, sir. PICARD: Good man... RIKER : First Officer's log, stardate 44307.6. Radiation levels on the Enterprise continue to rise. The ventilation system has started pumping hyronalin into our air supply to counteract the effects.",merry man,7.66357115010659,0.0,0.0
28,66186,BASHIR: I'll take over. O'BRIEN: Good man. QUARK: Anybody here?,merry man,7.66357115010659,0.0,0.0
29,66180,O'BRIEN: I'm keeping Morn's chair warm. BASHIR: Good man. BASHIR: Where's Quark? I'm in the mood for one of his famous Til'amin froths.,merry man,7.66357115010659,0.0,0.0
30,108176,"RIKER: It is considered an honorable way for a Klingon to die, Doctor... a suicide that also takes an enemy. Which one of them was it? BEVERLY: Duras' man. WORF: When we have more time I will take you to the holodeck and demonstrate in more detail...",merry man,7.569195336636029,0.0,0.0
31,60801,REMATA'KLAN: Lack of White produces anxiety among us. One man could not restrain himself when he saw the enemy. KEEVAN: Which man? REMATA'KLAN: I have dealt with the matter.,merry man,7.569195336636029,3.654157215336214,0.0
32,110530,"TROI: You must understand, the Captain is a very... TROI & VASH: Private man. VASH: I know...",merry man,7.387249436678722,0.0,0.0
33,47989,"JAKE: Just when I think I've found a new home, made a new friend... it always seems like I gotta leave. NOG: Hey, Hew-man... JAKE: Cut it out...",merry man,7.387249436678722,0.0,0.0
34,111881,"BRIAM: She is still in the Finiis'ral... the height of her sexual allure, Captain... every man on the ship will be fighting over her... PICARD: Not every man... KAMALA: A chaperone... ?",merry man,7.2138453267626,3.2314951948904036,0.0
35,33616,ODO: Thank you. LWAXANA: The quiet man. ODO: Hmmm.,merry man,7.2138453267626,0.0,0.0
36,23254,"FALOW: Alpha-currant nectar. Priceless. QUARK: One man's priceless is another man's worthless. SISKO: Quark... (Quark turns to the tight voice, through clenched teeth) Take the juice.",merry man,7.200815233990803,0.0,0.0
37,143371,"CHANG: Yes. WESLEY: But a man died! CHANG: Theoretically, yes. You had to make a choice. And you did. There's no right or wrong about it. Your greatest fear has been that you couldn't make that decision.",merry man,7.130160650098616,0.0,0.0
38,121385,"MRS. TROI: But you... your innermost thoughts are primal, savage. I like that in a man. WORF: I am not a man. MRS. TROI: Which is in your favor, men so often being irrational and egotistical. But I'm afraid I've grown accustomed to human companionship. It's nothing personal, you would have made a fine choice.",merry man,7.130160650098616,4.322274526788094,0.0
39,66094,"LARELL: I've been looking all over for you... QUARK: I'm a busy man. LARELL: Not too busy to look for a certain something, I hope?",merry man,7.130160650098616,0.0,0.0
40,33663,"SISKO: You think some kind of program from the probe is influencing our computer... ? O'BRIEN: Well, it's got to be more than just a program. The computer's whole... personality has changed. She's obedient, almost submissive... and then there's this one other crazy thing I'm almost afraid to mention... SISKO: What's that?",obedient,5.637008162232232,0.0,0.0
41,119074,"DATA: Congratulations, sir. PICARD: Your honor. ARDRA: You would have had more fun if you lost. Until we meet again, Jean-Luc Picard of the Starship Enterprise.",honor,9.53344417581224,0.0,0.0
42,118954,"DATA: (a beat, considering) Captain Picard, my interpretation of Ventaxian law suggests under these circumstances, this is acceptable... your objection is overruled. PICARD: But your honor... ! DATA: Sir, I have ruled. Sit down.",honor,9.091070846632464,0.0,0.0
43,87034,TASHA: That's so beautiful. And so sad for you. You've lost everything. LUTAN: I have my honor. TASHA: It's such a... a waste!,honor,8.986818678573878,0.0,0.0
44,16186,"GOWRON: Think about what you're doing. If you turn your back on me now, for as long as I live, you will not be welcome anywhere in the Klingon Empire. Your family will be removed from the High Council, your lands seized, and your House stripped of its titles. You will be left with nothing. WORF: Except my honor. GOWRON: So be it.",honor,8.986818678573878,0.0,0.0
45,129836,"PHILLIPA: (seats herself behind the bench) Be seated. Counselors, are you ready? PICARD/RIKER: We are, your honor. PHILLIPA: This hearing convened on stardate 42524.1 is to determine the legal status of the android known as Data. The office of the Judge Advocate General has rendered a finding of property, defense has challenged. Commander Riker.",honor,8.785326607639576,0.0,0.0
