,indices,choices,search,bm25,prev_bm25,next_bm25
0,44542,"JOSEPH: He stole a candle. 
 O'BRIEN: One candle? 
 SISKO: How long was he in there? 
 
 ""Paradise"", Deep Space Nine, 1993-11-24",candle,14.147199817579214,13.037027194883974,0.0
1,44541,"O'BRIEN: What did he do to deserve this? 
 JOSEPH: He stole a candle. 
 O'BRIEN: One candle? 
 
 ""Paradise"", Deep Space Nine, 1993-11-24",candle,13.037027194883974,0.0,14.147199817579214
2,112905,"TROI: Many things improve with age... maybe your trombone playing will be one of them. 
 BEVERLY: It's candle time, birthday boy. 
 TROI: What did you wish for, Will? 
 
 ""Future Imperfect"", The Next Generation, 1990-09-13",candle,11.491175930776771,0.0,0.0
3,88378,"BEVERLY: Computer, secure door. 
 BEVERLY: I lit the candle... where are you? 
 RONIN: It's all right... we're together... we're going to be one... I'll become part of you, Beverly. Would you like that? 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,11.378740783806188,0.0,0.0
4,88194,"QUINT: There's a lot of things she didn't tell you. 
 QUINT: Now -- let me get rid of that candle. 
 BEVERLY: What do you mean? 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,11.054260315308456,0.0,0.0
5,88375,"RONIN: The power transfer beam... I can travel along it. 
 BEVERLY: After I light the candle, then what? 
 RONIN: Then we'll be together... always. 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,10.950173884316275,0.0,0.0
6,88371,"RONIN: Yes... if I'm away from it for too long, I begin to weaken. That's why the women in your family have always kept the candle lit. 
 BEVERLY: The candle is on my ship... I'll go get it... 
 RONIN: No... there's no time... I'll go with you... 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,10.45782191846931,5.988269199085893,0.0
7,88254,"BEVERLY: Are you suggesting my grandmother didn't die of natural causes? 
 QUINT: Believe what ya want... just don't light that candle. 
 BEVERLY: Why not? 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,9.594984567402545,0.0,0.0
8,88468,"BEVERLY: You've been using me... Nana... my whole family... for centuries... 
 RONIN: And I loved all of them... and they loved me. Give me the candle, Beverly. 
 BEVERLY: No... 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,8.294690757791155,0.0,0.0
9,88196,"BEVERLY: What do you mean? 
 QUINT: That candle has brought nothing but misery and bad luck to your grandmother. 
 BEVERLY: Now listen, Mister Quint -- I don't know what your relationship was with my grandmother. But this is my house now and these are my things -- 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,7.900249391378752,0.0,0.0
10,85129,"WORF: Your fighting skills will be tested... and your knowledge of the teachings of Kahless. It is very challenging, but I will help you prepare. 
 WORF: This is a kor'tova candle... it represents the fire that burns in a warrior's heart. 
 WORF: When you light yours, you will be declaring your intention to become a warrior. 
 
 ""Firstborn"", The Next Generation, 1994-01-28",candle,7.640718869367638,0.0,0.0
11,72584,"KIRA: How? 
 ODO: It appears a small hunter probe was hidden in a ceremonial candle and fired a disruptor blast. 
 KIRA: Do they have any suspects? 
 
 ""The Darkness and the Light"", Deep Space Nine, 1996-10-22",candle,7.03946148369698,0.0,0.0
12,88368,"BEVERLY: Help you? 
 RONIN: It's not easy for me to take corporeal form... I can't do it for long. I want you to light the candle... 
 BEVERLY: Quint said it was your home... is that true? 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,6.873046613022721,0.0,0.0
13,88370,"BEVERLY: Quint said it was your home... is that true? 
 RONIN: Yes... if I'm away from it for too long, I begin to weaken. That's why the women in your family have always kept the candle lit. 
 BEVERLY: The candle is on my ship... I'll go get it... 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,5.988269199085893,0.0,10.45782191846931
14,88466,"RONIN: Beverly... 
 BEVERLY: I scanned the candle, too... the flame is plasma-based... you were using it as a temporary receptacle for yourself... until you could get to me... so you could ""merge"" with me... 
 BEVERLY: You've been using me... Nana... my whole family... for centuries... 
 
 ""Sub Rosa"", The Next Generation, 1993-11-05",candle,5.008288231417667,0.0,0.0
