,indices,choices,search,bm25,prev_bm25,next_bm25
0,66191,QUARK: Who? LARELL: Two men. QUARK: Brothers?,men,10.162465990705204,0.0,0.0
1,120092,"BRENNA: You may have all the time in the world, but I've dozens of frightened and hungry women and children to care for. RIKER: What about the men? BRENNA: I'm sure they'll find their comfort as they always do -- in the bottom of a mug of home brew!",men,8.92317800708673,0.0,0.0
2,46258,SARINA: Why are you pretending that it's not true? EZRI: Because they're men. EZRI: And men have trouble expressing their feelings.,men,8.825339042723256,0.0,6.809444751489151
3,60897,KEEVAN: I'm going to order the Jem'Hadar to attack your base camp in the morning. But I will provide you with their precise plan of attack. You should be able to kill them all. BASHIR: They're your own men. KEEVAN: Yes.,men,8.729622336410733,0.0,0.0
4,1085,"PABST: People won't accept it. It's not believable. HERBERT: And men from Mars are? PABST: Stay out of this, Herb. Look, Benny, I'm a magazine editor -- not a crusader. I'm not here to change the world. I'm here to put out a magazine. That's my job. And that means I've got to answer to Mister Stone, the national distributors, the wholesalers -- -- and none of them are going to want to put this on the newsstand. For all we know, it could cause a race riot.",men,8.635959577102927,0.0,0.0
5,141539,OKONA: I am not a criminal. PICARD: Why do these men want you? OKONA: I can't say.,men,8.28058017665394,0.0,0.0
6,12306,LUCSLY: Why do they all have to say that? DULMUR: So... your men were arrested... KIRK - CLIP: I want to know who started it.,men,8.28058017665394,0.0,0.0
7,120119,"PULASKI: Out. BRENNA: You know how to handle men. PULASKI: Yes, first you have to get their attention.",men,8.196258870569137,0.0,0.0
8,74657,THUG: Give it up. WHORE: Ain't no men left in London. DATA: Release my coat or I will be forced to give you a severe thrashing.,men,8.113637544495937,0.0,0.0
9,141642,"KUSHELL: Yanar said it was Okona's. DEBIN: You were with both these men? YANAR: No, but that's not what is important now. What is important is who I marry.",men,8.032665302202174,0.0,0.0
10,111860,"KAMALA: What? PICARD: Do this. What you do... with men. KAMALA: I'm afraid my premature emergence from stasis has left me a little... vulnerable to the desires I sense from men. Nevertheless, this is who I am, Captain. You might as well ask a Vulcan to forgo logic... or a Klingon to be nonviolent. I cannot change, and I don't want to until it's time for me to bond with my permanent mate. Why does it bother you?",men,8.032665302202174,0.0,1.971801679806415
11,110339,ISHARA: It's through here. ISHARA: Your men are behind that door. RIKER: Hold out your hands.,men,7.953293259110735,0.0,0.0
12,14677,"BASHIR: No. GORAN'AGAR: Deploy the men into a standard -- ARAK'TARAL: He's lying. He's been lying for days. There's no cure here. And even if there was, he wouldn't give it to you.",men,7.875474443884589,0.0,0.0
13,907,"VENDOR: Personally, I don't see the attraction. Spaceships, flying saucers, men from Mars... BENNY: What's wrong with men from Mars? VENDOR: Nothing, except it's all make- believe. Me -- I like war stories. Did you see From Here to Eternity? Burt Lancaster standing there, in the middle of Pearl Harbor... machine gun blazing...",men,7.799163705733485,5.394639368780689,0.0
14,119716,"LOUIS: One man's idea of paradise. PICARD: Two men. Robert's. And my father's. LOUIS: Never did I know anyone less interested in grapes than you, Jean-Luc.",men,7.724317627057923,0.0,0.0
15,91659,JONO: We don't have mothers. Females are only for mating. And work. TROI: And the men? What is their purpose? JONO: Passing the tests. Becoming strong.,men,7.650894441075281,0.0,0.0
16,56667,"DAX: You really are obsessed with appearances, aren't you? KIRA: And your taste in men... frightens me. DAX: I'll tell Worf you said so.",men,7.57885395409972,0.0,0.0
17,109862,"CHORGAN: By luring us back and putting us in prisons. MAROUK: No -- by accepting you back as free men. CHORGAN: And will you feed and clothe us, too?",men,7.438767731757698,0.0,0.0
18,116156,"TROI: Perhaps that's why men remain so attractive. PULASKI: Particularly men like Commander Riker? TROI: As well as his father, I'm sure...",men,7.370648834253305,6.986769881241846,0.0
