,indices,choices,search,bm25,prev_bm25,next_bm25
0,535,"ODO: How do you feel -- better? ODO: I realize you can't understand a word I'm saying, but that doesn't matter. I know you're aware of me. You see, I was once like you. I spent months in a lab being poked and prodded by a scientist who didn't even realize I was a lifeform. I was just a specimen, a mystery that needed to be unraveled. He never talked to me. It didn't occur to him. I didn't know what I was, or what I was supposed to do. I was lost, alone. ODO: But it's not going to be that way for you. I'm not going to make the same mistakes that were made with me.",unraveled,3.14976015043829,0.0,0.0
1,19114,O'BRIEN: To friendship. BASHIR: To friendship. O'BRIEN: We already did that.,friendship,11.395581169922888,11.395581169922888,0.0
2,19113,BASHIR: You. To Miles Edward O'Brien. O'BRIEN: To friendship. BASHIR: To friendship.,friendship,11.395581169922888,0.0,11.395581169922888
3,122958,"GUINAN: We... become friends... PICARD: It goes beyond friendship. GUINAN: But... I have to wait... almost five hundred years... And when we meet... I won't be able to tell you about this, will I?",friendship,9.988758418688967,0.0,0.0
4,87176,KAZAGO: We are not selling it to him? BOK: Call it an act of friendship. RATA: At no cost!? Ugly. Very ugly!,friendship,9.689701862690622,0.0,0.0
5,29961,KIRA: (very softly; defenseless) I tried to tell you the truth a hundred times. What you think of me... matters a lot. I was afraid... ODO: ... it might affect our friendship? ODO: Maybe it doesn't have to.,friendship,9.500084532036963,0.0,0.0
6,16896,"SISKO: Well, if you ask me the price is too damn high. What's the Federation supposed to get out of all this? BORATH: Our friendship. Isn't that enough? NECHEYEV: And you Benjamin, get a promotion. Captain Sisko. That's an important step toward that Admiralcy you've always wanted.",friendship,9.317745988793764,0.0,0.0
7,83528,RIKER: I find them very much as we were a few hundred years ago... but with the technology we have now. They're very dangerous... KAYRON: Untrue! We seek friendship with you... RIKER: But we can hardly hate what we once were. They may grow and learn...,friendship,9.14227501250019,0.0,0.0
8,36207,"PEL: I see. QUARK: ""Never place friendship above profit."" PEL: The twenty-first Rule of Acquisition.",friendship,9.05699474662966,0.0,0.0
9,143296,"REMMICK: On my way, sir. PICARD: This has been a strain on our friendship. QUINN: I know. Believe me, Jean-Luc, I regret that, but it has been necessary.",friendship,8.653395078093352,0.0,0.0
10,8961,"QUARK: I can't. It's a gift. DAX: You think you can buy back my friendship? QUARK: It's not a bribe... Chances are I won't be needing it anymore. Good-bye, Dax.",friendship,8.653395078093352,0.0,0.0
11,16167,"GOWRON: Yes, yes. I know you did what you thought was right. And even though you may have made some enemies, I assure you I am not one of them. WORF: I'm glad. Your friendship means much to me. GOWRON: And yours to me. It has been too long since you last fought at my side. But now the time has come again. We will do great deeds in the coming days. Deeds worthy of song.",friendship,8.57695348394405,0.0,0.0
12,129902,"PICARD: Why? DATA: It is a reminder of friendship and service. PICARD: (lifts out the holocube, and triggers it; Tasha stands before them) And this? You have no portraits of any other of your crewmates. Why this person?",friendship,8.501850590055811,0.0,0.0
13,118317,RIKER: I just don't want to believe it. TROI: Have you ever heard Data define friendship? RIKER: No...,friendship,8.501850590055811,0.0,0.0
14,136215,"MARTA: I remember thinking... that's me. I'm not going to make it. Then I looked to my right... and there you were with this cocky look on your face... and you said, ""we'll see about that."" From that moment, I knew I wanted you as a friend. MARTA: And now... I'm afraid we've ruined that friendship. PICARD: Perhaps we should just... pretend that this never happened and try to...",friendship,8.145237427046848,0.0,0.0
