Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
84000,84000,84000,84000,97,WORF,Caviar... for lunch?,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84001,84001,84001,84001,98,TROI,"I'm in the mood for something salty. Besides, it's no stranger than what you're eating.",11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,-0.296
84002,84002,84002,84002,99,TROI,Have you noticed how dry the air is on the ship? I wonder if the environmental controls are set properly....,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84003,84003,84003,84003,100,TROI,You're excused.,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84004,84004,84004,84004,101,TROI,Is something wrong?,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84005,84005,84005,84005,102,WORF,It has been a difficult day. The torpedo guidance system failed... it was my fault.,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84006,84006,84006,84006,103,TROI,"You always say that, Worf...",11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84007,84007,84007,84007,104,WORF,It was my fault. I designed the guidance system.,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84008,84008,84008,84008,105,TROI,Worf... calm down.,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84009,84009,84009,84009,106,TROI,I think you're under more stress than you'd like to admit. Maybe you should get some rest...,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84010,84010,84010,84010,107,WORF,Yes... perhaps you are right. Excuse me.,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84011,84011,84011,84011,108,TROI,I didn't mean right now...,11   INT. TEN FORWARD,TEN FORWARD,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84012,84012,84012,84012,109,BARCLAY,"We removed the torpedo bay's primary guidance module and found a power fluctuation in the forward sensor cluster and we think there may be a radial imbalance in the phase discriminator. Now what we want to do next is run a level four diagnostic, but that's going to mean shutting down auxiliary power to nineteen decks and --",13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84013,84013,84013,84013,110,RIKER,Wait... slow down... I lost you back there... Which sensor cluster?,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84014,84014,84014,84014,111,BARCLAY,The forward. It's... it's a power fluctuation in the converter nodes. Minor adjustment -- minor.,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84015,84015,84015,84015,112,GEORDI,"It's all right in here in this diagram, sir.",13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84016,84016,84016,84016,113,RIKER,"I'll... take a look at this later. In the meantime, go ahead and run your diagnostic. I'll notify all departments about the power shutdown.",13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84017,84017,84017,84017,114,BARCLAY,I'll check that!,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84018,84018,84018,84018,115,RIKER,He's full of energy today.,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84019,84019,84019,84019,116,GEORDI,I can't get him to slow down. He's been working since late last night...,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84020,84020,84020,84020,117,BARCLAY,Looks like a plasma conduit just cut out in Junction Seventeen. I'll go take a look...,13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84021,84021,84021,84021,118,GEORDI,"Hold on, Reg -- I'll go with you! We'll keep you posted, sir.",13   INT. ENGINEERING,ENGINEERING,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84022,84022,84022,84022,119,TROI,"Computer, increase ambient air temperature by two degrees Centigrade... and increase relative humidity another ten percent.",14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84023,84023,84023,84023,120,WORF,"Computer, reset environmental controls to standard.",14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84024,84024,84024,84024,121,TROI,"Worf, it's freezing in here.",14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84025,84025,84025,84025,122,WORF,You have already raised the temperature three times. It is too hot.,14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84026,84026,84026,84026,123,TROI,"Live with it. Computer, execute my original command.",14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84027,84027,84027,84027,124,TROI,I need a bath... You have the Bridge.,14   INT. BRIDGE,BRIDGE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84028,84028,84028,84028,125,BARCLAY,"Here we are. It looks like the conduit ruptured. No problem, I'll just bypass it...",15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84029,84029,84029,84029,126,GEORDI,Reg... wait a second... look at the corroded edges... and the blast pattern. This conduit didn't just rupture on its own... it looks like something dissolved the bulkhead and ate through the conduit...,15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84030,84030,84030,84030,127,BARCLAY,And that... that caused the rupture?,15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84031,84031,84031,84031,128,GEORDI,I think so. Whatever dissolved the bulkhead was highly corrosive... but it's not like any solvent I've ever seen...,15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84032,84032,84032,84032,129,GEORDI,"There's a high level of cholic acid here... enzymatic agents... If I didn't know any better, I'd say this solvent was organic.",15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84033,84033,84033,84033,130,BARCLAY,Maybe we should run a bio-spectral analysis of the solvent... take a closer look.,15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84034,84034,84034,84034,131,GEORDI,"Good idea. But let's take a break first, give ourselves a chance to --",15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
84035,84035,84035,84035,132,BARCLAY,"You go ahead, sir. I'll take care of it.",15   INT. JEFFERIES TUBE (OPTICAL),JEFFERIES TUBE,INT.,Genesis,1994-01-07,The Next Generation,271.txt,0.0
