Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
57000,57000,57000,57000,360,KIRA,Did he.,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57001,57001,57001,57001,361,QUARK,"He's a little different, isn't he?",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57002,57002,57002,57002,362,KIRA,From what?,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57003,57003,57003,57003,363,QUARK,"From some of your previous choices. Don't get me wrong, I had nothing against Vedek Bareil or Shakaar... but let's face it, they were a little too controlled... a little too controlling. They lacked fire... excitement. But this Bareil -- he's a different story. He's full of surprises.",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57004,57004,57004,57004,364,KIRA,I take it you like him.,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57005,57005,57005,57005,365,QUARK,"Let's just say I like the idea of you with him. But I'll tell you one thing, Major. You'd better brace yourself. You're in for a rough ride.",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57006,57006,57006,57006,366,KIRA,What are you talking about?,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57007,57007,57007,57007,367,QUARK,"I've been a bartender a long time. I've seen all sorts of customers. Happy ones, sad ones, complicated ones...",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57008,57008,57008,57008,368,KIRA,And Bareil -- where does he fit in?,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57009,57009,57009,57009,369,QUARK,He's one of the... tormented ones.,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57010,57010,57010,57010,370,KIRA,"Tormented? I don't think so. You've had an Orb experience, Quark -- you know what they're like.",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57011,57011,57011,57011,371,QUARK,He had an Orb experience? Interesting.,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57012,57012,57012,57012,372,KIRA,Meaning what?,49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
57013,57013,57013,57013,373,QUARK,"After he left the bar, I saw him hanging around the Bajoran shrine. He must've been there a couple of hours.",49   INT. CARGO BAY,CARGO BAY,INT.,Resurrection,1997-09-17,Deep Space Nine,532.txt,0.0
