Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
38000,38000,38000,38000,175,SISKO,Why?,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38001,38001,38001,38001,176,JOSEPH,I've asked myself that question a thousand times... I never did come up with an answer.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38002,38002,38002,38002,177,SISKO,And you never found out what happened to her?,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38003,38003,38003,38003,178,JOSEPH,"It took me three years, but I found out. She'd been living in Australia... working as a holo- photographer.",41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38004,38004,38004,38004,179,SISKO,I have to speak with her.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38005,38005,38005,38005,180,JOSEPH,You can't.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38006,38006,38006,38006,181,SISKO,"Damn it, Dad -- I have to.",41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38007,38007,38007,38007,182,JOSEPH,She's dead. She died in a hovercraft accident a month before I tracked her down. I loved that woman and she loved me... I know she did.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38008,38008,38008,38008,183,SISKO,How come you never told me about her?,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38009,38009,38009,38009,184,JOSEPH,I wanted to... many times. But you were so young when she left.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
38010,38010,38010,38010,185,SISKO,I grew up.,41   INT. SISKO'S RESTAURANT - NIGHT,SISKO'S RESTAURAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt,0.0
