Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
85000,85000,85000,85000,383,OGAWA,"You wanted to see me, Doctor?",41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85001,85001,85001,85001,384,BEVERLY,Yes...,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85002,85002,85002,85002,385,BEVERLY,"Alyssa, I think you know how much I've come to depend on you. I've recommended your promotion because your performance here has been exemplary.",41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85003,85003,85003,85003,386,OGAWA,"Thank you, Doctor... I appreciate that.",41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85004,85004,85004,85004,387,BEVERLY,"But more than that, I've come to think of you as a friend. Someone I care about...",41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85005,85005,85005,85005,388,OGAWA,That's nice of you to say. I feel the same way.,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85006,85006,85006,85006,389,BEVERLY,So... I was wondering about you and Andrew Powell...,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85007,85007,85007,85007,390,OGAWA,Someone told you!,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85008,85008,85008,85008,391,BEVERLY,Told me... ?,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85009,85009,85009,85009,392,OGAWA,We were going to keep it a secret until the promotions are announced.,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85010,85010,85010,85010,393,BEVERLY,Secret... ?,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85011,85011,85011,85011,394,OGAWA,He asked me to marry him.,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85012,85012,85012,85012,395,BEVERLY,Alyssa -- that's wonderful!,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
85013,85013,85013,85013,396,BEVERLY,I'm so relieved...,41   INT. SICKBAY,SICKBAY,INT.,Lower Decks,1993-11-17,The Next Generation,267.txt,0.0
