Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
29000,29000,29000,29000,434,KIRA,I can't...,78   EXT. OUTSIDE COTTAGE (KILN AREA) - DAY,OUTSIDE COTTAGE,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt,0.0
29001,29001,29001,29001,435,MULLIBOK,If I leave this place... I die.,78   EXT. OUTSIDE COTTAGE (KILN AREA) - DAY,OUTSIDE COTTAGE,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt,0.0
29002,29002,29002,29002,436,KIRA,No you won't. I won't let you.,78   EXT. OUTSIDE COTTAGE (KILN AREA) - DAY,OUTSIDE COTTAGE,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt,0.0
29003,29003,29003,29003,437,KIRA,Energize.,78   EXT. OUTSIDE COTTAGE (KILN AREA) - DAY,OUTSIDE COTTAGE,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt,0.0
29004,29004,29004,29004,0,SISKO ,"Station log, Stardate 46729.1. The Bajoran government has asked me to mediate a dispute between two rival factions, the Paqu and the Navot. At issue is a land dispute which could trigger a civil war.",1    EXT. SPACE - DEEP SPACE NINE (OPTICAL),SPACE - DEEP SPACE NINE,EXT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29005,29005,29005,29005,1,KIRA,"Commander, the Paqu delegation has arrived at docking bay six.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29006,29006,29006,29006,2,SISKO,"Let's welcome them aboard. Dax, any word on the Navot?",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29007,29007,29007,29007,3,DAX,They should be here within the hour.,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29008,29008,29008,29008,4,O'BRIEN,"Excuse me, Commander.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29009,29009,29009,29009,5,SISKO,"Chief, I thought you'd be on your way to Bajor by now.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29010,29010,29010,29010,6,O'BRIEN,"We're due to leave any moment. Sir, I was wondering if perhaps Ensign Boyer could take my place on this particular mission. After all, I'd be little more than a chauffeur, and Boyer can pilot a Runabout as well as I can.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29011,29011,29011,29011,7,SISKO,Has something come up that requires your presence on the station?,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29012,29012,29012,29012,8,O'BRIEN,"No, Sir. Everything's running smoothly, for a change. But around here, you never know...",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29013,29013,29013,29013,9,BASHIR,"Ah, there you are Chief. All set to go?",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29014,29014,29014,29014,10,O'BRIEN,"Yes, Sir.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29015,29015,29015,29015,11,BASHIR,"Commander, did the Magistrate give any indication regarding the nature of this medical emergency?",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29016,29016,29016,29016,12,SISKO,Only that his village was in danger of extinction.,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29017,29017,29017,29017,13,BASHIR,In that case we better be on our way.,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29018,29018,29018,29018,14,SISKO,I agree.,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29019,29019,29019,29019,15,O'BRIEN,"Yes, Sir.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29020,29020,29020,29020,16,SISKO,Docking port six.,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29021,29021,29021,29021,17,BASHIR,"You know Chief, in a way I'm really looking forward to this mission.",2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
29022,29022,29022,29022,18,O'BRIEN,Why's that?,2    INT. OPS,OPS,INT.,The Storyteller,1993-02-02,Deep Space Nine,414.txt,0.0
