Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
43011,43011,43011,43011,253,QUARK,And now she's married.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43012,43012,43012,43012,254,BASHIR,Married.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43013,43013,43013,43013,255,QUARK,Out of reach. I'm converting my reserves and selling at six hundred. And you know what's really sad? What really keeps me awake at night? She's out of reach because we let her go.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43014,43014,43014,43014,256,BASHIR,I suppose so. But... some things were just not meant to be.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43015,43015,43015,43015,257,O'BRIEN,Julian... are you sure you want to --,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43016,43016,43016,43016,258,QUARK,"Chief, please. You know the rules -- no coaching during a round.",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43017,43017,43017,43017,259,QUARK,"You're probably right. But on the other hand, what if that's just a convenient rationalization? What if deep down in our heart of hearts we both know that she's something unique, something that we may never see again -- a chance at true happiness... and we let her slip through our fingers. What if fifty years from now we each look back and say, ""What a fool I was?"" Confront.",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43018,43018,43018,43018,260,QUARK,Doctor?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43019,43019,43019,43019,261,BASHIR,Hmm?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43020,43020,43020,43020,262,QUARK,Confront.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43021,43021,43021,43021,263,BASHIR,Oh. Sorry.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43022,43022,43022,43022,264,BASHIR,Full consortium.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43023,43023,43023,43023,265,QUARK,Total monopoly.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43024,43024,43024,43024,266,BASHIR,What?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43025,43025,43025,43025,267,QUARK,You seem to be out of money.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43026,43026,43026,43026,268,BASHIR,Miles?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43027,43027,43027,43027,269,O'BRIEN,We're busted.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43028,43028,43028,43028,270,QUARK,Thanks for the game. You're welcome back anytime.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43029,43029,43029,43029,271,BASHIR,Quark -- wait. Did you really mean all that? About Dax. How she might've been my one last chance for true happiness?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43030,43030,43030,43030,272,QUARK,Doctor -- you don't expect me to show you all my cards do you?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43031,43031,43031,43031,273,O'BRIEN,You lost.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43032,43032,43032,43032,274,BASHIR,"What happened to ""we?""",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43033,43033,43033,43033,275,O'BRIEN,"""We"" weren't mooning over lost love with a Ferengi who was holding a total monopoly.",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43034,43034,43034,43034,276,BASHIR,Are you saying all that talk about Dax was meant to distract me?,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43035,43035,43035,43035,277,O'BRIEN,Obviously.,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43036,43036,43036,43036,278,BASHIR,I can't believe I let him get to me...,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43037,43037,43037,43037,279,O'BRIEN,"It's not your fault. Genetically engineered or not, you're still ""Hew-mon.""",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43038,43038,43038,43038,280,BASHIR,I guess...,33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43039,43039,43039,43039,281,O'BRIEN,"Come on, Let's go get a drink.",33   INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43040,43040,43040,43040,282,DAX,"Let's not stand on pride, shall we? Trills don't like the heat, and Klingons don't like the cold. There's no shame in admitting it.",35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43041,43041,43041,43041,283,WORF,Thank you.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43042,43042,43042,43042,284,DAX,You're welcome. And I hope you're enjoying your honeymoon. Are you suffering enough?,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43043,43043,43043,43043,285,WORF,Almost.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43044,43044,43044,43044,286,DAX,Something else I can get for you?,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43045,43045,43045,43045,287,WORF,"More pain, less cold.",35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43046,43046,43046,43046,288,DAX,I don't know why that's funny... but it is.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43047,43047,43047,43047,289,DAX,Mating call?,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43048,43048,43048,43048,290,WORF,Five hundred meters... That way.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43049,43049,43049,43049,291,DAX,That didn't take long.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43050,43050,43050,43050,292,WORF,Less than three hundred meters...,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43051,43051,43051,43051,293,DAX,Another happy couple.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43052,43052,43052,43052,294,WORF,"When I was a boy, my father used to take my brother and me on camping trips into the Ural Mountains. Every night we'd hear the wolves howling in the distance. Nikolai was always afraid of them, but I'd lie there in my tent for hours... just listening. And I remember being seized by the urge to just... strip off my clothes and run into the night... to live in the forest... and become something... wild.",35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43053,43053,43053,43053,295,DAX,He's moving off. Must've been rejected.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43054,43054,43054,43054,296,DAX,She doesn't sound happy.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43055,43055,43055,43055,297,DAX,"What? They're getting farther away, aren't they?",35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43056,43056,43056,43056,298,WORF,Yes. But that's because something else is coming. And it's close.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.2144
43057,43057,43057,43057,299,WORF,Jadzia?,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43058,43058,43058,43058,300,DAX,Painkillers... please.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.3182
43059,43059,43059,43059,301,WORF,Lie still.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43060,43060,43060,43060,302,DAX,I can do that.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43061,43061,43061,43061,303,DAX,I'd like the good news first.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43062,43062,43062,43062,304,WORF,No vital organs were damaged.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43063,43063,43063,43063,305,WORF,The disruptor burst left an anti- coagulant in your system...,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43064,43064,43064,43064,306,DAX,And you can't stop the bleeding.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43065,43065,43065,43065,307,DAX,It looks like I didn't take the full burst... the hemorrhaging's not too bad yet. Just keep pumping me full of painkillers and we'll be on our way.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43066,43066,43066,43066,308,WORF,Moving could make the bleeding worse.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43067,43067,43067,43067,309,DAX,Staying here isn't an option. Someone's going to start looking for them when they don't check in. I'd rather take my chances on foot.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43068,43068,43068,43068,310,DAX,Ready? Ready?,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43069,43069,43069,43069,311,WORF,Ready.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43070,43070,43070,43070,312,DAX,Then let's go.,35   EXT. JUNGLE #11 - NIGHT,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43071,43071,43071,43071,313,WORF,We're still twelve kilometers from the rendezvous point.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43072,43072,43072,43072,314,DAX,"And only twenty hours left. I guess it's time to stop having so much fun and pick up the pace, huh?",48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43073,43073,43073,43073,315,DAX,"More plasma? No, thanks. I'm full.",48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43074,43074,43074,43074,316,WORF,Your blood pressure has dropped another twenty percent.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43075,43075,43075,43075,317,DAX,Love that bedside manner. You should've been a doctor.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43076,43076,43076,43076,318,WORF,Your dressing will need to be changed soon.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43077,43077,43077,43077,319,DAX,"I think I'd like a blue chiffon bandage this time -- maybe some rhinestones -- you know, something with a little pizazz.",48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43078,43078,43078,43078,320,WORF,This is not a joking matter. You are seriously injured and we have a great deal of terrain to cover.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43079,43079,43079,43079,321,DAX,Just trying to lighten the mood.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43080,43080,43080,43080,322,WORF,This is not the time nor the place.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43081,43081,43081,43081,323,DAX,"What happened to that new Worf? You know, the one with a sense of humor?",48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43082,43082,43082,43082,324,WORF,That was a mistake.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43083,43083,43083,43083,325,DAX,What's that supposed to mean?,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43084,43084,43084,43084,326,WORF,"It means if I had not been joking with you, I would not have let the Jem'Hadar get that close.",48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43085,43085,43085,43085,327,DAX,So this is all my fault?,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43086,43086,43086,43086,328,WORF,No. It is mine. I was trying to be something I am not.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43087,43087,43087,43087,329,WORF ,By letting down my guard -- by ignoring my duty -- I allowed my wife to be injured and I put the entire mission in jeopardy. It will not happen again.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43088,43088,43088,43088,330,DAX,That's not the way it happened. Without our tricorders there was no way to know that --,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43089,43089,43089,43089,331,WORF,I do not wish to debate this! We have a long way to go and very little time.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43090,43090,43090,43090,332,DAX,Fine. Let's go.,48   EXT. JUNGLE #12 - DAY,JUNGLE #1,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43091,43091,43091,43091,333,WORF,Ready?,51   EXT. JUNGLE #20 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.3612
43092,43092,43092,43092,334,WORF,Jadzia... ?,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43093,43093,43093,43093,335,DAX,Hhhh... hhhh... hypo.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43094,43094,43094,43094,336,DAX,There we go... good as new.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43095,43095,43095,43095,337,WORF,I have to change the dressing.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43096,43096,43096,43096,338,DAX,That's four bandages in two hours... that has to be some kind of... record.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43097,43097,43097,43097,339,DAX,Sorry. I forgot the new rules -- nothing funny... we have to be serious... life and death... we've got a job to do.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43098,43098,43098,43098,340,WORF,Jadzia. I know you're tired. But we need to cover at least three more kilometers before nightfall. Can you do it?,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43099,43099,43099,43099,341,DAX,"As long as you have those painkillers, I'll follow you through the gates of hell... sir.",54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43100,43100,43100,43100,342,DAX,Hey... that was almost a smile.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43101,43101,43101,43101,343,WORF,When this mission is over... I'll smile all you want.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43102,43102,43102,43102,344,DAX,Promise?,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43103,43103,43103,43103,345,WORF,Promise.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43104,43104,43104,43104,346,DAX,Then let's finish the mission and get out of here.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43105,43105,43105,43105,347,DAX,I can stand... just help me... get my balance...,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43106,43106,43106,43106,348,DAX,Or... maybe not.,54   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43107,43107,43107,43107,349,DAX,Let me guess -- things are not looking up.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43108,43108,43108,43108,350,WORF,There's been another drop in your blood pressure... and your neural EDL readings are erratic.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43109,43109,43109,43109,351,DAX,"So, doc, what's your prescription?",55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43110,43110,43110,43110,352,WORF,You need surgery... at a Starbase.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43111,43111,43111,43111,353,DAX,Can I get a second opinion?,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43112,43112,43112,43112,354,DAX,Worf... you have to go on without me. I know that. And it's all right.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43113,43113,43113,43113,355,WORF,My... duty requires me to... carry out the mission regardless of... my personal feelings.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43114,43114,43114,43114,356,DAX,Absolutely. You're a Starfleet officer. So am I. I understand.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43115,43115,43115,43115,357,WORF,The information Lasaran has could... potentially be... invaluable to the war effort...,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43116,43116,43116,43116,358,DAX,You don't have to explain yourself. I'm hurt. You're not. And there's a job to do.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43117,43117,43117,43117,359,WORF,I'll be back tomorrow night.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43118,43118,43118,43118,360,DAX,"Don't worry, I'm not going anywhere.",55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43119,43119,43119,43119,361,WORF,We can have you in the stasis chamber on the Runabout in... ... forty-five hours.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43120,43120,43120,43120,362,DAX,No problem.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43121,43121,43121,43121,363,WORF,I'll leave you the medkit. Scan yourself with the tricorder every half-hour. The plasma hypospray is set to --,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43122,43122,43122,43122,364,DAX,I took basic first aid. I know what to do.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43123,43123,43123,43123,365,DAX,"It's been a good two months, hasn't it?",55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43124,43124,43124,43124,366,WORF,Yes... Jadzia... I want to tell you how much you've --,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43125,43125,43125,43125,367,DAX,Worf. Just kiss me and go.,55   EXT. JUNGLE #21 - DAY,JUNGLE #2,EXT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43126,43126,43126,43126,368,SISKO,What's the word?,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43127,43127,43127,43127,369,WORF,She's still in surgery. But Doctor Bashir is hopeful she'll make a full recovery.,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43128,43128,43128,43128,370,SISKO,Lasaran's dead. Intelligence intercepted a transmission saying he was killed trying to re-enter the base on Soukara.,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43129,43129,43129,43129,371,SISKO,Could you have made the rendezvous?,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43130,43130,43130,43130,372,WORF,Yes.,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43131,43131,43131,43131,373,SISKO,But you turned back to save Jadzia?,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43132,43132,43132,43132,374,WORF,Yes.,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43133,43133,43133,43133,375,SISKO,Were you aware that man's information could have saved millions of lives?,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43134,43134,43134,43134,376,WORF,Yes.,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43135,43135,43135,43135,377,SISKO,So what happened?,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
43136,43136,43136,43136,378,WORF,You may not understand...,62   INT. INFIRMARY,INFIRMARY,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt,0.0
