Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
123000,123000,123000,123000,296,PICARD,Perhaps we could find a substitute...,45   INT. CAVERN - 19TH CENTURY EARTH (OPTICAL),CAVERN - 19TH CENTURY EARTH,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123001,123001,123001,123001,297,ALIEN NURSE,No... there is none... we must continue.,45   INT. CAVERN - 19TH CENTURY EARTH (OPTICAL),CAVERN - 19TH CENTURY EARTH,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123002,123002,123002,123002,298,PICARD,We cannot allow that. We know how you move back and forth through time... my crew has returned to the twenty-fourth century to destroy your transport site on Devidia Two --,45   INT. CAVERN - 19TH CENTURY EARTH (OPTICAL),CAVERN - 19TH CENTURY EARTH,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123003,123003,123003,123003,299,ALIEN NURSE,Destroy it?,45   INT. CAVERN - 19TH CENTURY EARTH (OPTICAL),CAVERN - 19TH CENTURY EARTH,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123004,123004,123004,123004,300,ALIEN NURSE,Your weapons will only amplify the time distortion... you will annihilate your own world...,45   INT. CAVERN - 19TH CENTURY EARTH (OPTICAL),CAVERN - 19TH CENTURY EARTH,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123005,123005,123005,123005,301,RIKER,"I'm going back for the Captain... Mister Worf, prepare an Away Team to accompany me to the surface. Doctor, I need to know anything you can tell me about that ophidian.",47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123006,123006,123006,123006,302,BEVERLY,I've just started running some tests. If I could have a few hours...,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123007,123007,123007,123007,303,RIKER,We can't give the aliens any more time...,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123008,123008,123008,123008,304,BEVERLY,"Wil, I haven't been able to determine if our phaser energy can generate a stable field. The risk would be --",47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123009,123009,123009,123009,305,RIKER,I accept the risk.,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123010,123010,123010,123010,306,WORF,Sir... permission to speak frankly?,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123011,123011,123011,123011,307,RIKER,Go ahead.,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123012,123012,123012,123012,308,WORF,Our priority is to stop the aliens from making any more incursions to Earth. Any delay is unacceptable.,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123013,123013,123013,123013,309,RIKER,"If I can save Captain Picard, I consider it very acceptable.",47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123014,123014,123014,123014,310,WORF,The Captain would not. I recommend we target photon torpedoes on the alien habitat and destroy it immediately.,47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123015,123015,123015,123015,311,TROI,"He's right, Wil.",47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123016,123016,123016,123016,312,RIKER,"Mister Worf, power up the photons. Inform me when you're ready.",47   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123017,123017,123017,123017,313,GEORDI,Computer... calibrate the power flow polarity selector...,48   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123018,123018,123018,123018,314,COMPUTER,Polarity selector is calibrated.,48   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
123019,123019,123019,123019,315,GEORDI,Computer... initialize the re-load circuits.,48   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"Time's Arrow, Part II",1992-07-02,The Next Generation,227.txt,0.0
