Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
51000,51000,51000,51000,396,BASHIR,Now?,40   INT. QUARK'S - SECOND LEVEL,QUARK',INT.,You Are Cordially Invited... ,1997-09-05,Deep Space Nine,531.txt,0.0
51001,51001,51001,51001,397,MARTOK,Patience.,40   INT. QUARK'S - SECOND LEVEL,QUARK',INT.,You Are Cordially Invited... ,1997-09-05,Deep Space Nine,531.txt,0.0
51002,51002,51002,51002,398,DAX,My lady.,40   INT. QUARK'S - SECOND LEVEL,QUARK',INT.,You Are Cordially Invited... ,1997-09-05,Deep Space Nine,531.txt,0.0
51003,51003,51003,51003,399,SIRELLA,Welcome to the House of Martok... my daughter.,40   INT. QUARK'S - SECOND LEVEL,QUARK',INT.,You Are Cordially Invited... ,1997-09-05,Deep Space Nine,531.txt,0.0
51004,51004,51004,51004,400,MARTOK,"Now, doctor.",40   INT. QUARK'S - SECOND LEVEL,QUARK',INT.,You Are Cordially Invited... ,1997-09-05,Deep Space Nine,531.txt,0.0
51005,51005,51005,51005,0,BASHIR,"Another three centimeters to the right and you would've severed the brachial artery. Auto-suture. (she hands him the device) And if that had happened, you would've bled to death right there in the holosuite.",1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51006,51006,51006,51006,1,MARTOK,"The human fascination with ""what might have been"" is tiresome, doctor. The artery was not severed and I am not dead.",1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51007,51007,51007,51007,2,BASHIR,Oh. Well. Forgive me for boring you. Let me get right to the point.,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51008,51008,51008,51008,3,BASHIR,You're acting like a fool.,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51009,51009,51009,51009,4,MARTOK,Your... observation is noted. But spending two years in a Dominion prison camp has dulled my reflexes. This... ... only proves that I need further training.,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51010,51010,51010,51010,5,BASHIR,"Turning off the holosuite safety protocols during a battle simulation is a dubious idea at best. For a man with only one eye it's idiotic. Now, if you'd like to consider an ocular replacement...",1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51011,51011,51011,51011,6,MARTOK,I do not want an artificial eye.,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51012,51012,51012,51012,7,BASHIR,Then accept the fact you have a disability and stop acting like --,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
51013,51013,51013,51013,8,MARTOK,There are limits to how far I will indulge you.,1    INT. INFIRMARY,INFIRMARY,INT.,Soldiers of the Empire,1997-02-13,Deep Space Nine,519.txt,0.0
