Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
132000,132000,132000,132000,23,WORF,I explained to him... that we are looking for the man who impregnated your sister.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132001,132001,132001,132001,24,RIKER,You can imagine how much this means to me.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132002,132002,132002,132002,25,YRANAC,Family honor is important... If someone had defiled my sister... I would do anything... pay anything... to find the one responsible.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132003,132003,132003,132003,26,RIKER,"I see. And just how much would ""anything"" be?",1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132004,132004,132004,132004,27,YRANAC,As much as... five bars of goldpress latinum.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132005,132005,132005,132005,28,BARTENDER,I think you've had too much to drink. You'd better leave.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132006,132006,132006,132006,29,BARTENDER,"On your way, Yranac.",1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132007,132007,132007,132007,30,BEVERLY,I'm sorry... but I think he wants to stay.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132008,132008,132008,132008,31,BEVERLY,Sit down.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132009,132009,132009,132009,32,RIKER,This -- -- is my sister. She's angry. She has a vicious temper. I wouldn't cross her.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132010,132010,132010,132010,33,BARTENDER,"You talk and you're a dead man, Yranac.",1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132011,132011,132011,132011,34,YRANAC,Perhaps there is an element of risk here that I did not fully appreciate.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132012,132012,132012,132012,35,WORF,And how much more latinum will it take to offset that risk?,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132013,132013,132013,132013,36,YRANAC,This isn't about latinum. As a man with a sister -- a sister with a temper -- I can sympathize with you. But... How did you come here? Do you have a ship in orbit?,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132014,132014,132014,132014,37,RIKER,Yes...,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132015,132015,132015,132015,38,YRANAC,Then take me with you. You can drop me anywhere you like.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132016,132016,132016,132016,39,RIKER,Agreed. Now talk.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132017,132017,132017,132017,40,YRANAC,The man you're looking for was here several weeks ago. There was a group of aliens sitting at this table... he was asking them questions.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132018,132018,132018,132018,41,WORF,Who were these aliens?,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
132019,132019,132019,132019,42,YRANAC,I don't know. But they looked dangerous. They attacked him. He managed to incapacitate three of them before he was knocked down.,1    INT. A BAR,A BAR,INT.,"Gambit, Part I",1993-07-26,The Next Generation,256.txt,0.0
