Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
34000,34000,34000,34000,175,O'BRIEN,And an exographic targeting sensor... (pointing to the eye piece) ... would allow the killer to scan through bulkheads.,32   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34001,34001,34001,34001,176,ODO,So he could've been firing from anywhere on the station. Can you trace the bullet's transporter signatures back to where the killer was when he fired?,32   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34002,34002,34002,34002,177,O'BRIEN,I'm afraid not. The signature's too weak.,32   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34003,34003,34003,34003,178,ODO,Ingenious weapon.,32   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34004,34004,34004,34004,179,EZRI,Whoever he is... he's smart.,32   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34005,34005,34005,34005,180,EZRI,Nothing... no connection.,36   INT. EZRI'S QUARTERS - LIVING ROOM (VPB),EZRI'S QUARTERS - LIVING ROOM,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34006,34006,34006,34006,181,EZRI,Who's there? Who is it?,37   INT. PROMENADE,PROMENADE,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34007,34007,34007,34007,182,EZRI,Quark? Is that you?,37   INT. PROMENADE,PROMENADE,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34008,34008,34008,34008,183,EZRI,This isn't funny.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34009,34009,34009,34009,184,EZRI,Worf!,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34010,34010,34010,34010,185,WORF,It is late. You should be in your quarters.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34011,34011,34011,34011,186,EZRI,Were you following me?,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34012,34012,34012,34012,187,WORF,It is dangerous to be wandering the Promenade alone.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34013,34013,34013,34013,188,EZRI,You're worried about me?,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34014,34014,34014,34014,189,WORF,There is a killer on the station. You have no right to endanger yourself this way.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34015,34015,34015,34015,190,EZRI,"You are worried about me. Thank you, Worf. That's... sweet.",40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34016,34016,34016,34016,191,WORF,You are a fellow officer. I would have the same concern for Chief O'Brien or Doctor Bashir.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34017,34017,34017,34017,192,EZRI,(knowing there's more to it) Of course. I didn't mean to imply otherwise.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34018,34018,34018,34018,193,WORF,Then we understand each other.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34019,34019,34019,34019,194,EZRI,Perfectly.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34020,34020,34020,34020,195,WORF,How is the investigation coming?,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34021,34021,34021,34021,196,EZRI,Slowly.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34022,34022,34022,34022,197,WORF,If I can assist you in any way...,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34023,34023,34023,34023,198,EZRI,"I appreciate that. But I'm afraid you can't. Nobody can. Actually, there is someone who could help me, but I don't want to ask him...",40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34024,34024,34024,34024,199,WORF,Why?,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34025,34025,34025,34025,200,EZRI,It's complicated.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34026,34026,34026,34026,201,WORF,"Nevertheless, if he can help...",40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34027,34027,34027,34027,202,EZRI,It wouldn't be pleasant.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34028,34028,34028,34028,203,WORF,"Perhaps not, but I know you will do whatever is necessary to complete your task.",40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34029,34029,34029,34029,204,EZRI,And how do you know that?,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34030,34030,34030,34030,205,WORF,You're Dax. It's your way.,40   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34031,34031,34031,34031,206,EZRI,"I'nora, ja'kala vok... 'za Ezri... zhian'tara rek... pora'al Zheem Dax... Joran Tanas Rhem.",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34032,34032,34032,34032,207,EZRI,'za Ezri Tanas Rhem Joran.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34033,34033,34033,34033,208,EZRI,"Come on, Joran -- don't make me beg. Joran Tanas Rhem. Vok Ezri... Joran Tanas Rhem.",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34034,34034,34034,34034,209,JORAN,"You won't regret this, Ezri.",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.3252
34035,34035,34035,34035,210,JORAN ,I promise.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.3182
34036,34036,34036,34036,211,JORAN,Joran... the forgotten host. The outcast.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34037,34037,34037,34037,212,EZRI,The murderer.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34038,34038,34038,34038,213,JORAN,I'm sure you never thought that little character trait would prove useful.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34039,34039,34039,34039,214,EZRI,It seems so strange... separating you from the others... to see you standing there...,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34040,34040,34040,34040,215,JORAN,"But I'm not really standing here, am I?",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34041,34041,34041,34041,216,JORAN ,"It's all in your mind. At least now I know you're hearing me. I've been ignored far too long... Curzon, Jadzia -- they didn't quite know what to do with me.",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34042,34042,34042,34042,217,EZRI,They buried your memories as deep within them as possible.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34043,34043,34043,34043,218,JORAN,That was a mistake. I have so much to offer...,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34044,34044,34044,34044,219,EZRI,We'll see about that. Now let's get to work. We have a killer to catch.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34045,34045,34045,34045,220,JORAN,Where should we begin?,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34046,34046,34046,34046,221,EZRI,I want to know how he thinks.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34047,34047,34047,34047,222,JORAN,Then we'll start with his choice of weapons.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34048,34048,34048,34048,223,EZRI,We already know about the modifications he made to the TR- one-one-six.,42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34049,34049,34049,34049,224,JORAN,"But you haven't held it in your hands, have you? You haven't looked through the tracking display. Picked a target. Felt the power as you lock its sensors on your unsuspecting prey. If you want to catch a killer, Ezri... you have to learn to think like one.",42   INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34050,34050,34050,34050,225,JORAN ,"Feels good, doesn't it?",46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34051,34051,34051,34051,226,EZRI,I've held a rifle before.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34052,34052,34052,34052,227,JORAN,You mean in combat?,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34053,34053,34053,34053,228,JORAN,"It's not the same thing. That kind of killing is too random. Too chaotic. This is more controlled... you can savor the moment. Now tell me, what do you see?",46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34054,34054,34054,34054,229,EZRI,I'm moving through different levels of the Docking Ring...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34055,34055,34055,34055,230,JORAN,He didn't shoot anyone in the Docking Ring... remember you're trying to put yourself into his mind. Go to the Habitat Ring.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34056,34056,34056,34056,231,EZRI,I'm there. In one of the corridors --,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34057,34057,34057,34057,232,JORAN,Good. Our killer is a hunter. So start hunting...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34058,34058,34058,34058,233,EZRI ,I see a Bajoran Deputy...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34059,34059,34059,34059,234,JORAN ,You don't want to be in the corridors -- look in the quarters.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34060,34060,34060,34060,235,EZRI ,No one's here.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34061,34061,34061,34061,236,EZRI ,A male Starfleet officer... an engineer. About thirty-five.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34062,34062,34062,34062,237,JORAN,Good. We have a victim... he's in your sights... how do you feel? The truth now.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34063,34063,34063,34063,238,EZRI ,Powerful... in control...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34064,34064,34064,34064,239,JORAN ,That's good. That's what the killer's feeling.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34065,34065,34065,34065,240,EZRI ,I'm not angry... or excited...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34066,34066,34066,34066,241,JORAN ,You're calm. Relaxed.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34067,34067,34067,34067,242,EZRI ,Detached.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34068,34068,34068,34068,243,JORAN ,Now you're getting it -- you do your killing from a distance... you're cold... methodical... Maybe you're a doctor... or a scientist...,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34069,34069,34069,34069,244,EZRI ,Maybe. But why kill like this? Why not choose a victim on the Promenade? Or in Quark's?,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34070,34070,34070,34070,245,JORAN ,If you want to know -- pull the trigger and find out.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34071,34071,34071,34071,246,JORAN,Do it!,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34072,34072,34072,34072,247,EZRI,No!,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,-0.3595
34073,34073,34073,34073,248,JORAN,Ezri... the gun isn't loaded.,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,-0.34
34074,34074,34074,34074,249,EZRI,Then why'd you tell me to pull the trigger?,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34075,34075,34075,34075,250,JORAN,Do you want to know what the killer feels or don't you?,46   INT. SCIENCE LAB,SCIENCE LAB,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34076,34076,34076,34076,251,JORAN,"I'm sorry, Ezri. I didn't mean to push you so far.",52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34077,34077,34077,34077,252,EZRI,I'm not a murderer.,52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34078,34078,34078,34078,253,EZRI,I'm not you.,52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34079,34079,34079,34079,254,JORAN,"Maybe not, but you have my memories... You remember what it was like... ... the excitement... the passion... the looks on their faces as they realized we were the last thing they'd ever see...",52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34080,34080,34080,34080,255,EZRI,It had nothing to do with me. You were the killer...,52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34081,34081,34081,34081,256,QUARK ,Ezri --,52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
34082,34082,34082,34082,257,QUARK,I think you need a vacation. You're talking to yourself.,52   INT. PROMENADE - SECOND LEVEL,PROMENAD,INT.,Field of Fire,1998-11-09,Deep Space Nine,563.txt,0.0
