Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
5000,5000,5000,5000,314,BOLIAN AIDE,We've taken action. The raid on the Solarium...,51   INT. FULLERTON'S GUEST CHAMBER - DAY,FULLERTON'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5001,5001,5001,5001,315,FULLERTON,It'll be forgotten by tomorrow.,51   INT. FULLERTON'S GUEST CHAMBER - DAY,FULLERTON'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5002,5002,5002,5002,316,FULLERTON,Enter.,51   INT. FULLERTON'S GUEST CHAMBER - DAY,FULLERTON'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5003,5003,5003,5003,317,FULLERTON,Mister Worf?,51   INT. FULLERTON'S GUEST CHAMBER - DAY,FULLERTON'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5004,5004,5004,5004,318,WORF,You want to make people leave Risa? I think I know a way.,51   INT. FULLERTON'S GUEST CHAMBER - DAY,FULLERTON'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5005,5005,5005,5005,319,BASHIR,"I have to admit, I probably would've reacted the same way Worf did. I know Arandis was Curzon's lover, not yours, but if I'd walked in and seen the two of you together... trying to figure you out at any given moment isn't exactly easy.",53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5006,5006,5006,5006,320,QUARK,I like that about her.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5007,5007,5007,5007,321,BASHIR,So do I. It's why I chased after her for so long.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5008,5008,5008,5008,322,DAX,Would you please stop talking about me like I'm not here.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5009,5009,5009,5009,323,BASHIR,But it's also why I stopped chasing her. You're too much work.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5010,5010,5010,5010,324,DAX,Worf is the one who's too much work.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5011,5011,5011,5011,325,QUARK,What you need is a Ferengi.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5012,5012,5012,5012,326,DAX,Maybe. But what I want is Worf.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5013,5013,5013,5013,327,BASHIR,Why?,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5014,5014,5014,5014,328,DAX,Because he has the courage of a berserker cat and the heart of a poet.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5015,5015,5015,5015,329,QUARK,And the brain of a pigheaded idiot.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5016,5016,5016,5016,330,DAX,Sometimes.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5017,5017,5017,5017,331,DAX,Any luck?,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5018,5018,5018,5018,332,ARANDIS,I'm afraid not. None of the staff has seen him. But I'm sure he'll turn up.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5019,5019,5019,5019,333,QUARK,"Well, no sense waiting around here for him. I say we all take some floaters up into the hills and go skinny dipping in the hot springs.",53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5020,5020,5020,5020,334,BASHIR,I never thought I'd say this... but I'm with Quark.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5021,5021,5021,5021,335,DAX,What was that?,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5022,5022,5022,5022,336,QUARK,Great. Just what we needed.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
5023,5023,5023,5023,337,DAX,I thought it wasn't supposed to rain in this part of Risa.,53   INT. DAX AND WORF'S GUEST CHAMBER - DAY,DAX AND WORF'S GUEST CHAMBE,INT.,Let He Who Is Without Sin ... ,1996-09-05,Deep Space Nine,505.txt,0.0
