Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
82000,82000,82000,82000,7,DATA,"Sir, we put Mister Kosinski's specs into the computer and ran a controlled test on them. There was no improvement in engine performance.",2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82001,82001,82001,82001,8,PICARD,"Then explain Starfleet's report how the same tests on the USS Ajax... ... and then on the Fearless over there, resulted in a measurable increase in propulsion.",2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82002,82002,82002,82002,9,RIKER,"Our engines are new, sir, top condition. The tests on those older ships may have simply straightened out some engine inefficiency.",2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82003,82003,82003,82003,10,TRANSPORTER CHIEF,Bridge from Transporter Chief. Two from USS Fearless are ready to beam over.,2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82004,82004,82004,82004,11,PICARD,"Stand by for Commander Riker, Chief. He's on his way. Obviously, something does worry you about these tests.",2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82005,82005,82005,82005,12,RIKER,"Yes, sir. And if you don't mind... ... I'll ask Counselor Troi to look these visitors over.",2    INT. MAIN BRIDGE - VARIOUS ANGLES (OPTICAL),MAIN BRIDGE - VARIOUS ANGLES,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82006,82006,82006,82006,13,RIKER,"Welcome aboard, Mister Kosinski. I'm the first officer, Commander William Riker. This is...",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82007,82007,82007,82007,14,KOSINSKI,"Where is the captain, please?",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82008,82008,82008,82008,15,RIKER,"He is engaged in other duties, sir...",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
82009,82009,82009,82009,16,KOSINSKI,A ship's engines should be a concern of the ship's captain...,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Where None Have Gone Before,1987-07-30,The Next Generation,106.txt,0.0
