Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
104000,104000,104000,104000,20,PICARD,About what?,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104001,104001,104001,104001,21,PIKER,About the trade agreement.,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104002,104002,104002,104002,22,RIKER,"Counselor, is it my imagination or is something bothering the captain?",4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104003,104003,104003,104003,23,TROI,He has been under a great deal of strain lately. While on Gemaris he ate sparingly... and slept even less.,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104004,104004,104004,104004,24,RIKER,Is there anything we can do?,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104005,104005,104005,104005,25,TROI,"I have a solution in mind, but I doubt he'll agree to it.",4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104006,104006,104006,104006,26,RIKER,And what would that be?,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104007,104007,104007,104007,27,TROI,Our captain needs a vacation.,4    INT. BRIDGE,BRIDGE,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104008,104008,104008,104008,28,PICARD,Come.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104009,104009,104009,104009,29,BEVERLY,"Sir, it's come to my attention one of the crew has been neglecting his health again.",5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
104010,104010,104010,104010,30,PICARD,How so?,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,Captain's Holiday,1990-01-21,The Next Generation,167.txt,0.0
