Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,line,character,quote,scene,location,view,episode,date,series,file,sentiment
32010,32010,32010,32010,230,O'BRIEN,Two minutes to coordinates... thoron emissions are stable...,32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32011,32011,32011,32011,231,RUMPELSTILTSKIN,"You know what I find most intriguing about you, my good host? You're afraid... of me.",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32012,32012,32012,32012,232,O'BRIEN,"Look, you figment... I don't fear any man... least of all you... Ninety seconds to coordinates...",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32013,32013,32013,32013,233,RUMPELSTILTSKIN,"A figment, am I...",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32014,32014,32014,32014,234,O'BRIEN,"Just a figment of my imagination, that's all.",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32015,32015,32015,32015,235,RUMPELSTILTSKIN,"And yet you can't deny how this imagination of yours empowers me, can you? Empowers me in a way that somehow terrifies you...",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,-0.3744
32016,32016,32016,32016,236,O'BRIEN,"You should be getting some preliminary data, Commander...",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32017,32017,32017,32017,237,SISKO,"They're coming in now, Chief... stand- by...",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32018,32018,32018,32018,238,RUMPELSTILTSKIN ,"She is your first born, isn't she?",32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32019,32019,32019,32019,239,O'BRIEN,Thirty seconds to coordinates...,32   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32020,32020,32020,32020,240,DAX,Thoron emission patterns unstable... probe hull temperature dropping rapidly...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32021,32021,32021,32021,241,O'BRIEN,Ten seconds...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32022,32022,32022,32022,242,SISKO,What is it...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32023,32023,32023,32023,243,DAX,Negative readings on all sensors... we may be looking at some sort of folded space...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32024,32024,32024,32024,244,SISKO,Let's see what the optical scanner on the probe gives us...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32025,32025,32025,32025,245,BASHIR,It's drawing in all the matter from the surrounding space...,34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32026,32026,32026,32026,246,DAX,"Benjamin, it's getting larger.",34   INT. LAB - CLOSE ON OKUDAGRAM (VPB),LAB - CLOSE ON OKUDAGRAM,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32027,32027,32027,32027,247,BUCK ,Feel like taking a few ground balls?,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32028,32028,32028,32028,248,SISKO,"Look, I tried to tell you... you're on a space station... in the twenty- fourth century... the only ball field around is a holographic simulation -- it's not real... and neither are you...",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32029,32029,32029,32029,249,BUCK,"See, I don't get it... I can pinch myself and it hurts... I am here with you, aren't I... ?",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32030,32030,32030,32030,250,SISKO,"Right now you are... in a minute, who knows? I'm hoping when we get this thing figured out... you'll...",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32031,32031,32031,32031,251,BUCK,Disappear for good?,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32032,32032,32032,32032,252,SISKO,I hope so...,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32033,32033,32033,32033,253,BUCK,"(almost sorry, doesn't quite buy it) You do, huh. Okay, but let's say for a moment I don't. What am I supposed to do then? You got room on your team for a switch hitting third baseman with good power... ?",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32034,32034,32034,32034,254,SISKO,Good power from the left side.,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32035,32035,32035,32035,255,BUCK,What are you talking about. I hit over twenty homers righthanded in each of my first three years in the majors...,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32036,32036,32036,32036,256,SISKO,And never more than ten after that...,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32037,32037,32037,32037,257,BUCK,That was only after Old Crow moved me to second in the order...,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32038,32038,32038,32038,258,SISKO,I wish I had more time for this.,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32039,32039,32039,32039,259,BUCK,"Yeah, well that was baseball's epitaph, wasn't it... nobody seemed to have time for us anymore... I could've played five more years if they hadn't killed the game...",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32040,32040,32040,32040,260,SISKO,"You were the best that ever played, Buck... I know -- I've played with them all.",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32041,32041,32041,32041,261,SISKO,I've got work to do.,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32042,32042,32042,32042,262,BUCK,"Yeah. Hey, Ben. It's always meant a lot to me. How much you cared. You know the day we won that world series, there were only three hundred people in the stands.",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32043,32043,32043,32043,263,SISKO,Three hundred and one in my version.,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32044,32044,32044,32044,264,BUCK,"I heard you cheering. It meant a lot to me. I just thought you should know. You know, in case I do finally disappear.",39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32045,32045,32045,32045,265,SISKO,Ops...,39   INT. PROMENADE - SECOND FLOOR,PROMENAD,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32046,32046,32046,32046,266,RUMPELSTILTSKIN,We don't know any more than when we started.,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32047,32047,32047,32047,267,DAX #2,Why would mine create a woman and then reject her?,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32048,32048,32048,32048,268,RUMPELSTILTSKIN,Why would mine create a dwarf who could terrify him? We should abandon the whole thing.,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32049,32049,32049,32049,269,BUCK,Not yet. I've made a connection with mine. A curious one. I sensed a feeling from him... an affection for this ballplayer who died two hundred years before he was even born.,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32050,32050,32050,32050,270,RUMPELSTILTSKIN,How much longer do you suggest we devote to this?,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32051,32051,32051,32051,271,BUCK,As long as it takes. It ain't over til it's over.,43   INT. REPLIMAT (OPTICAL),REPLIMAT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32052,32052,32052,32052,272,O'BRIEN,A Vulcan science mission to the Hanoli rift detonated a pulse wave torpedo at the coordinates of the tear...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32053,32053,32053,32053,273,DAX,"Five minutes after they did, the rupture expanded radically...",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32054,32054,32054,32054,274,O'BRIEN,They were wiped out along with the entire Hanoli system...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32055,32055,32055,32055,275,KIRA,What happened to the rupture after that... it's not still there... ?,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32056,32056,32056,32056,276,DAX,It reached a critical mass point and imploded... and then disappeared from normal space altogether.,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32057,32057,32057,32057,277,SISKO,Were there any reports from the Vulcans about hallucinations on board? Anything similar to what we're experiencing?,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32058,32058,32058,32058,278,O'BRIEN,Nossir. But they were only within range of the anomaly for twelve hours...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32059,32059,32059,32059,279,BASHIR,And Vulcans don't have the most active imaginations...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32060,32060,32060,32060,280,SISKO,Were there any explanations offered for the initial cause of the rupture?,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32061,32061,32061,32061,281,DAX,Dozens. Nothing confirmed. But we do know there were no wormholes and very little starship activity in the area before it formed.,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32062,32062,32062,32062,282,O'BRIEN,"We've looked high and low for some common ground... something to give us a fix on how to attack this thing... frankly, sir, as funny as it sounds, we think pulse wave torpedoes may still be the best approach...",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32063,32063,32063,32063,283,KIRA,Wait a minute... it didn't work very well last time... why...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32064,32064,32064,32064,284,O'BRIEN,"The Vulcans were using a primitive device... in two hundred years, we've developed far better ways of controlling the flux density... we might be able to contain the internal reaction this time...",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32065,32065,32065,32065,285,KIRA,"And if we can't, we'll destroy the whole Bajoran system...",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32066,32066,32066,32066,286,SISKO,"Major, the rupture is already expanding... we have to seal it or it's going to destroy this system anyway...",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32067,32067,32067,32067,287,DAX,"The smaller it is, the better chance we have.",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32068,32068,32068,32068,288,SISKO,How long will it take to create one of these torpedoes?,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32069,32069,32069,32069,289,O'BRIEN,We could have one ready by twenty- two hundred hours...,46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32070,32070,32070,32070,290,SISKO,"If the rift expands at all before imploding, we have to be prepared... route auxiliary power to shields... Major, I'd like you to coordinate evacuation of the pylons. Odo can help you. Dismissed.",46   INT. COMMANDER'S OFFICE (VPB),COMMANDER'S OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.6808
32071,32071,32071,32071,291,KIRA,Lower pylon one.,47   INT. TURBOLIFT,TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,-0.296
32072,32072,32072,32072,292,KIRA,Kira to Odo.,47   INT. TURBOLIFT,TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32073,32073,32073,32073,293,ODO,"What is it, Major?",47   INT. TURBOLIFT,TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32074,32074,32074,32074,294,KIRA,(reacts curiously to the noise) I need you to do a security sweep through the pylons... we're going to evacuate them...,47   INT. TURBOLIFT,TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32075,32075,32075,32075,295,ODO,I'll get on it as soon as possible... I've got my hands full right now... clear the way... get out of the corridors... let them through...,48   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32076,32076,32076,32076,296,KIRA,Kira to Ops... Lower Pylon One is gone... I need emergency...,49   INT. TURBOLIFT (OPTICAL),TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32077,32077,32077,32077,297,SISKO,"Sisko to Kira. Report. Kira, can you read me...",49   INT. TURBOLIFT (OPTICAL),TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32078,32078,32078,32078,298,KIRA,"Disregard, Commander. False alarm. Kira out.",49   INT. TURBOLIFT (OPTICAL),TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32079,32079,32079,32079,299,KIRA,"All personnel in Lower Pylon One, report to the outer ring airlock, prepare for evacuation...",49   INT. TURBOLIFT (OPTICAL),TURBOLIFT,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32080,32080,32080,32080,300,ODO,"Please, stay inside... this isn't a show... you, get out of the way...",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32081,32081,32081,32081,301,QUARK,"Odo, Odo, thank goodness... I'd like to report two missing persons... a blonde and a brunette...",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32082,32082,32082,32082,302,ODO,Can't you see I'm busy... Don't scare them...,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32083,32083,32083,32083,303,QUARK,"One minute they were whispering sweet nothings in my ear, the next minute the sweet nothings were gone...",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32084,32084,32084,32084,304,ODO,Would you get off the street before you...,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32085,32085,32085,32085,305,QUARK,I've been looking everywhere for you...,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32086,32086,32086,32086,306,QUARK,Don't ever do that to me again...,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32087,32087,32087,32087,307,QUARK,"So, Odo what have you conjured up during all this?",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32088,32088,32088,32088,308,ODO,Me?,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32089,32089,32089,32089,309,QUARK,I should have guessed - nothing at all.,51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32090,32090,32090,32090,310,ODO,"I've spent all my time chasing incarnations of the prophets, long dead lovers, Gunji jackdaws, blizzards, trollops...",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,-0.2263
32091,32091,32091,32091,311,QUARK,"As I've always said -- a man without any imagination... come along, my dears... and I'll show you what a fertile imagination can do...",51   INT. PROMENADE,PROMENADE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32092,32092,32092,32092,312,ODO,"Imagination, hmph... Computer, run a level one personnel sweep of all pylons...",54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32093,32093,32093,32093,313,COMPUTER,Requested function will take approximately three minutes.,54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32094,32094,32094,32094,314,QUARK ,Let me out of here!,54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32095,32095,32095,32095,315,QUARK ,Get the Nagus on subspace... I want to talk to him and I mean now! I'm not spending another minute in this cell...,54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32096,32096,32096,32096,316,ODO,How did you get in there?,54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32097,32097,32097,32097,317,QUARK,How did I get in here? You put me in here!,54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32098,32098,32098,32098,318,ODO,"I guess I did, didn't I?",54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32099,32099,32099,32099,319,ODO,"No imagination, indeed.",54   INT. SECURITY OFFICE,SECURITY OFFICE,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,-0.296
32100,32100,32100,32100,320,S ,"Hey, get your cold beer... get your cold beer right here... peanuts... souvenirs... scorecards... can't tell the players without a scorecard...",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32101,32101,32101,32101,321,BUCK,So what are you doing here?,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32102,32102,32102,32102,322,JAKE,I can't go. I've got homework to do.,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32103,32103,32103,32103,323,BUCK,But you'd rather be at the ballpark.,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32104,32104,32104,32104,324,JAKE,"You don't understand -- if I go to the holosuite without finishing my homework, my Dad'll kill me.",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32105,32105,32105,32105,325,BUCK,Kill you?,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32106,32106,32106,32106,326,JAKE,Yeah.,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32107,32107,32107,32107,327,BUCK,You really believe he would... kill you?,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32108,32108,32108,32108,328,JAKE,I know he would...,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32109,32109,32109,32109,329,BUCK,"If that's true, why are you still thinking about going...",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32110,32110,32110,32110,330,JAKE,I'm trying not to.,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32111,32111,32111,32111,331,BUCK,"But you are wondering if you can get away with it, aren't you...",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32112,32112,32112,32112,332,SISKO,Well?,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32113,32113,32113,32113,333,JAKE,"Uh, I didn't understand the directions... uh... the computer accidentally erased the instruction page...",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32114,32114,32114,32114,334,SISKO,You really expect me to believe that?,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32115,32115,32115,32115,335,JAKE,"No, I guess not.",57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32116,32116,32116,32116,336,JAKE,I really gotta finish my homework.,57A  INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32117,32117,32117,32117,337,DAX,"Benjamin, I need to see you...",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32118,32118,32118,32118,338,SISKO,"What do you have, Dax?",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32119,32119,32119,32119,339,DAX,"In the last hour alone, the rupture has expanded twenty-seven percent... The rate of expansion is increasing...",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32120,32120,32120,32120,340,SISKO,Can we gain any time by moving the station?,58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32121,32121,32121,32121,341,DAX,"If the rift collapses, the implosion would overtake us almost immediately.",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32122,32122,32122,32122,342,SISKO,"How soon before you're ready, Chief?",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32123,32123,32123,32123,343,O'BRIEN,"I'm installing pulse wave devices into the torpedoes now, Commander... six or seven minutes...",58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
32124,32124,32124,32124,344,DAX,The rift's gotten large enough to pick up on visual scanners...,58   INT. OPS,OPS,INT.,If Wishes Were Horses,1993-02-24,Deep Space Nine,416.txt,0.0
